Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby814a_3_1_ax.img	Telencephalon_L	526596	0.0000e+00	312.0000	138.9451	51.9825	
kirby814a_3_1_ax.img	Telencephalon_R	543440	0.0000e+00	305.0000	150.2274	55.0859	
kirby814a_3_1_ax.img	Diencephalon_L	9107	11.0000	303.0000	201.3856	30.6438	
kirby814a_3_1_ax.img	Diencephalon_R	9438	21.0000	326.0000	210.2314	30.2751	
kirby814a_3_1_ax.img	Mesencephalon	10972	72.0000	335.0000	247.4447	28.5279	
kirby814a_3_1_ax.img	Metencephalon	153053	0.0000e+00	329.0000	146.2752	54.9445	
kirby814a_3_1_ax.img	Myelencephalon	4563	36.0000	278.0000	209.2386	34.0742	
kirby814a_3_1_ax.img	CSF	94317	0.0000e+00	268.0000	47.6959	32.0442	



Type1-L2 Statistics

kirby814a_3_1_ax.img	CerebralCortex_L	282772	0.0000e+00	312.0000	100.0703	30.6107	
kirby814a_3_1_ax.img	CerebralCortex_R	290162	0.0000e+00	299.0000	108.5513	31.6655	
kirby814a_3_1_ax.img	CerebralNucli_L	13011	34.0000	276.0000	171.5994	27.9004	
kirby814a_3_1_ax.img	CerebralNucli_R	13728	66.0000	288.0000	179.3227	29.8010	
kirby814a_3_1_ax.img	Thalamus_L	6100	77.0000	265.0000	199.1070	21.5412	
kirby814a_3_1_ax.img	Thalamus_R	6497	60.0000	286.0000	210.4799	24.7409	
kirby814a_3_1_ax.img	BasalForebrain_L	3008	11.0000	303.0000	206.0072	43.2510	
kirby814a_3_1_ax.img	BasalForebrain_R	2942	21.0000	326.0000	209.6826	39.8582	
kirby814a_3_1_ax.img	Mesencephalon_L	5470	100.0000	325.0000	244.9133	24.5953	
kirby814a_3_1_ax.img	Mesencephalon_R	5502	72.0000	335.0000	249.9612	31.7619	
kirby814a_3_1_ax.img	Metencephalon_R	77685	2.0000	329.0000	153.8545	55.0388	
kirby814a_3_1_ax.img	Metencephalon_L	75369	0.0000e+00	298.0000	138.4630	53.7398	
kirby814a_3_1_ax.img	Myelencephalon_L	1982	36.0000	269.0000	202.9134	36.6473	
kirby814a_3_1_ax.img	Myelencephalon_R	2582	59.0000	278.0000	214.0934	31.0982	
kirby814a_3_1_ax.img	WhiteMatter_L	230814	27.0000	303.0000	184.7302	31.0695	
kirby814a_3_1_ax.img	WhiteMatter_R	239550	9.0000	305.0000	199.0413	32.9135	
kirby814a_3_1_ax.img	Ventricle	15614	0.0000e+00	268.0000	73.5793	50.3523	
kirby814a_3_1_ax.img	Sulcus_L	43452	0.0000e+00	142.0000	41.2664	22.8755	
kirby814a_3_1_ax.img	Sulcus_R	35252	0.0000e+00	197.0000	44.1571	24.8830	



Type1-L3 Statistics

kirby814a_3_1_ax.img	Frontal_L	95310	2.0000	229.0000	91.2687	28.3550	
kirby814a_3_1_ax.img	Frontal_R	93719	5.0000	215.0000	94.2271	26.8703	
kirby814a_3_1_ax.img	Parietal_L	41062	3.0000	193.0000	91.9823	24.3263	
kirby814a_3_1_ax.img	Parietal_R	47031	1.0000	221.0000	102.2425	25.9153	
kirby814a_3_1_ax.img	Temporal_L	67491	1.0000	222.0000	102.2529	27.8114	
kirby814a_3_1_ax.img	Temporal_R	69076	0.0000e+00	247.0000	115.7321	28.2649	
kirby814a_3_1_ax.img	Limbic_L	32052	11.0000	312.0000	128.5323	34.1916	
kirby814a_3_1_ax.img	Limbic_R	35030	3.0000	299.0000	132.7767	36.0317	
kirby814a_3_1_ax.img	Occipital_L	41746	0.0000e+00	220.0000	103.4312	30.4354	
kirby814a_3_1_ax.img	Occipital_R	40284	2.0000	244.0000	116.1157	32.8848	
kirby814a_3_1_ax.img	Insula_L	7101	5.0000	196.0000	110.2055	23.0176	
kirby814a_3_1_ax.img	Insula_R	7202	14.0000	230.0000	121.5651	25.0510	
kirby814a_3_1_ax.img	BasalGang_L	11022	34.0000	276.0000	175.3524	27.9329	
kirby814a_3_1_ax.img	BasalGang_R	11550	66.0000	288.0000	183.6719	29.3880	
kirby814a_3_1_ax.img	Thalamus_L	6100	77.0000	265.0000	199.1070	21.5412	
kirby814a_3_1_ax.img	Thalamus_R	6497	60.0000	286.0000	210.4799	24.7409	
kirby814a_3_1_ax.img	BasalForebrain_L	3008	11.0000	303.0000	206.0072	43.2510	
kirby814a_3_1_ax.img	BasalForebrain_R	2942	21.0000	326.0000	209.6826	39.8582	
