Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby934a_3_1_ax.img	Telencephalon_L	468971	1.0000	349.0000	168.2388	59.8953	
kirby934a_3_1_ax.img	Telencephalon_R	476112	2.0000	370.0000	177.9369	62.4988	
kirby934a_3_1_ax.img	Diencephalon_L	7396	18.0000	345.0000	239.6322	34.6383	
kirby934a_3_1_ax.img	Diencephalon_R	7707	19.0000	355.0000	246.6641	35.6898	
kirby934a_3_1_ax.img	Mesencephalon	8384	89.0000	375.0000	283.8455	31.4931	
kirby934a_3_1_ax.img	Metencephalon	112568	1.0000	347.0000	182.3410	60.6477	
kirby934a_3_1_ax.img	Myelencephalon	3819	71.0000	307.0000	237.5094	34.2519	
kirby934a_3_1_ax.img	CSF	81441	0.0000e+00	292.0000	47.7102	37.0389	



Type1-L2 Statistics

kirby934a_3_1_ax.img	CerebralCortex_L	249129	1.0000	327.0000	123.1427	35.4829	
kirby934a_3_1_ax.img	CerebralCortex_R	252190	2.0000	332.0000	130.2571	36.5856	
kirby934a_3_1_ax.img	CerebralNucli_L	10752	40.0000	347.0000	212.3128	33.1308	
kirby934a_3_1_ax.img	CerebralNucli_R	11074	63.0000	338.0000	220.0806	33.6108	
kirby934a_3_1_ax.img	Thalamus_L	4964	62.0000	316.0000	238.4386	24.0495	
kirby934a_3_1_ax.img	Thalamus_R	5040	48.0000	319.0000	246.3583	27.0892	
kirby934a_3_1_ax.img	BasalForebrain_L	2433	18.0000	345.0000	242.0676	49.5881	
kirby934a_3_1_ax.img	BasalForebrain_R	2667	19.0000	355.0000	247.2421	47.8940	
kirby934a_3_1_ax.img	Mesencephalon_L	4198	108.0000	375.0000	282.3739	28.8868	
kirby934a_3_1_ax.img	Mesencephalon_R	4186	89.0000	367.0000	285.3214	33.8420	
kirby934a_3_1_ax.img	Metencephalon_R	56612	9.0000	347.0000	190.0606	59.9034	
kirby934a_3_1_ax.img	Metencephalon_L	55956	1.0000	343.0000	174.5310	60.3957	
kirby934a_3_1_ax.img	Myelencephalon_L	1691	71.0000	307.0000	236.2058	34.9396	
kirby934a_3_1_ax.img	Myelencephalon_R	2128	71.0000	301.0000	238.5454	33.6593	
kirby934a_3_1_ax.img	WhiteMatter_L	209091	37.0000	349.0000	219.7038	36.3061	
kirby934a_3_1_ax.img	WhiteMatter_R	212849	24.0000	370.0000	232.2369	36.8548	
kirby934a_3_1_ax.img	Ventricle	25982	0.0000e+00	292.0000	65.5353	47.6334	
kirby934a_3_1_ax.img	Sulcus_L	30386	0.0000e+00	144.0000	38.0396	26.3860	
kirby934a_3_1_ax.img	Sulcus_R	25074	0.0000e+00	158.0000	40.9593	27.8028	



Type1-L3 Statistics

kirby934a_3_1_ax.img	Frontal_L	82302	1.0000	265.0000	120.4473	33.9238	
kirby934a_3_1_ax.img	Frontal_R	80631	2.0000	263.0000	120.4171	33.3452	
kirby934a_3_1_ax.img	Parietal_L	41692	3.0000	221.0000	112.8049	31.6980	
kirby934a_3_1_ax.img	Parietal_R	43898	2.0000	236.0000	119.5837	34.2089	
kirby934a_3_1_ax.img	Temporal_L	57442	2.0000	260.0000	122.9642	31.6625	
kirby934a_3_1_ax.img	Temporal_R	57656	4.0000	290.0000	136.1663	32.5052	
kirby934a_3_1_ax.img	Limbic_L	26241	6.0000	327.0000	158.3207	36.9054	
kirby934a_3_1_ax.img	Limbic_R	28638	3.0000	332.0000	160.9657	38.9775	
kirby934a_3_1_ax.img	Occipital_L	36245	2.0000	253.0000	115.2160	33.9775	
kirby934a_3_1_ax.img	Occipital_R	35868	3.0000	277.0000	130.9782	35.8120	
kirby934a_3_1_ax.img	Insula_L	6917	9.0000	249.0000	142.2667	31.1323	
kirby934a_3_1_ax.img	Insula_R	7392	12.0000	269.0000	148.0442	36.5157	
kirby934a_3_1_ax.img	BasalGang_L	9044	40.0000	347.0000	217.5548	32.4704	
kirby934a_3_1_ax.img	BasalGang_R	9183	63.0000	338.0000	225.9973	32.5886	
kirby934a_3_1_ax.img	Thalamus_L	4964	62.0000	316.0000	238.4386	24.0495	
kirby934a_3_1_ax.img	Thalamus_R	5040	48.0000	319.0000	246.3583	27.0892	
kirby934a_3_1_ax.img	BasalForebrain_L	2433	18.0000	345.0000	242.0676	49.5881	
kirby934a_3_1_ax.img	BasalForebrain_R	2667	19.0000	355.0000	247.2421	47.8940	
