Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby742a_3_1_ax.img	Telencephalon_L	483496	0.0000e+00	321.0000	155.3647	58.2201	
kirby742a_3_1_ax.img	Telencephalon_R	488470	1.0000	348.0000	161.6335	59.5652	
kirby742a_3_1_ax.img	Diencephalon_L	9035	10.0000	331.0000	223.0999	37.8567	
kirby742a_3_1_ax.img	Diencephalon_R	8831	9.0000	329.0000	222.9269	38.4664	
kirby742a_3_1_ax.img	Mesencephalon	10494	67.0000	351.0000	267.7563	32.3758	
kirby742a_3_1_ax.img	Metencephalon	178437	1.0000	336.0000	166.1818	57.9168	
kirby742a_3_1_ax.img	Myelencephalon	4881	33.0000	302.0000	227.3592	37.7299	
kirby742a_3_1_ax.img	CSF	125867	0.0000e+00	281.0000	34.5900	29.4784	



Type1-L2 Statistics

kirby742a_3_1_ax.img	CerebralCortex_L	243254	0.0000e+00	291.0000	108.6665	34.0499	
kirby742a_3_1_ax.img	CerebralCortex_R	243765	1.0000	290.0000	113.2529	34.5333	
kirby742a_3_1_ax.img	CerebralNucli_L	11777	41.0000	315.0000	194.6957	35.3048	
kirby742a_3_1_ax.img	CerebralNucli_R	12939	26.0000	303.0000	195.0876	35.1290	
kirby742a_3_1_ax.img	Thalamus_L	6048	63.0000	306.0000	223.5462	28.2987	
kirby742a_3_1_ax.img	Thalamus_R	5804	47.0000	300.0000	223.6332	31.0931	
kirby742a_3_1_ax.img	BasalForebrain_L	2987	10.0000	331.0000	222.1961	52.0796	
kirby742a_3_1_ax.img	BasalForebrain_R	3028	9.0000	329.0000	221.5731	49.5979	
kirby742a_3_1_ax.img	Mesencephalon_L	5073	67.0000	351.0000	269.2564	29.9468	
kirby742a_3_1_ax.img	Mesencephalon_R	5422	67.0000	340.0000	266.3528	34.4347	
kirby742a_3_1_ax.img	Metencephalon_R	89567	3.0000	336.0000	170.5266	57.8475	
kirby742a_3_1_ax.img	Metencephalon_L	88870	1.0000	322.0000	161.8030	57.6562	
kirby742a_3_1_ax.img	Myelencephalon_L	2141	33.0000	295.0000	222.3464	43.3400	
kirby742a_3_1_ax.img	Myelencephalon_R	2740	38.0000	302.0000	231.2764	32.1428	
kirby742a_3_1_ax.img	WhiteMatter_L	228466	5.0000	321.0000	203.0581	34.6169	
kirby742a_3_1_ax.img	WhiteMatter_R	231767	8.0000	348.0000	210.6509	35.0365	
kirby742a_3_1_ax.img	Ventricle	43637	0.0000e+00	281.0000	42.6368	38.7384	
kirby742a_3_1_ax.img	Sulcus_L	45212	0.0000e+00	152.0000	29.1873	21.3268	
kirby742a_3_1_ax.img	Sulcus_R	37019	0.0000e+00	182.0000	31.7029	22.5795	



Type1-L3 Statistics

kirby742a_3_1_ax.img	Frontal_L	75498	1.0000	262.0000	101.2878	33.1720	
kirby742a_3_1_ax.img	Frontal_R	73547	1.0000	247.0000	101.7290	31.3086	
kirby742a_3_1_ax.img	Parietal_L	38772	2.0000	206.0000	96.9143	27.1672	
kirby742a_3_1_ax.img	Parietal_R	40742	1.0000	205.0000	101.9770	28.7791	
kirby742a_3_1_ax.img	Temporal_L	59807	0.0000e+00	245.0000	115.2238	30.4305	
kirby742a_3_1_ax.img	Temporal_R	59163	1.0000	257.0000	123.7195	31.3209	
kirby742a_3_1_ax.img	Limbic_L	26530	4.0000	291.0000	136.1987	38.5887	
kirby742a_3_1_ax.img	Limbic_R	28450	9.0000	290.0000	136.4941	39.3622	
kirby742a_3_1_ax.img	Occipital_L	37904	0.0000e+00	221.0000	105.5419	32.4263	
kirby742a_3_1_ax.img	Occipital_R	37401	3.0000	250.0000	114.2446	34.1709	
kirby742a_3_1_ax.img	Insula_L	5979	7.0000	216.0000	121.9649	32.8822	
kirby742a_3_1_ax.img	Insula_R	6300	6.0000	227.0000	127.9253	34.2605	
kirby742a_3_1_ax.img	BasalGang_L	10542	50.0000	315.0000	198.0456	35.3554	
kirby742a_3_1_ax.img	BasalGang_R	11103	26.0000	303.0000	199.3407	35.2889	
kirby742a_3_1_ax.img	Thalamus_L	6048	63.0000	306.0000	223.5462	28.2987	
kirby742a_3_1_ax.img	Thalamus_R	5804	47.0000	300.0000	223.6332	31.0931	
kirby742a_3_1_ax.img	BasalForebrain_L	2987	10.0000	331.0000	222.1961	52.0796	
kirby742a_3_1_ax.img	BasalForebrain_R	3028	9.0000	329.0000	221.5731	49.5979	
