Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby346a_3_1_ax.img	Telencephalon_L	558849	2.0000	390.0000	158.8349	60.3935	
kirby346a_3_1_ax.img	Telencephalon_R	568830	1.0000	422.0000	163.1182	61.0589	
kirby346a_3_1_ax.img	Diencephalon_L	8828	28.0000	336.0000	230.9324	31.9231	
kirby346a_3_1_ax.img	Diencephalon_R	8933	40.0000	369.0000	228.2285	32.9342	
kirby346a_3_1_ax.img	Mesencephalon	9788	63.0000	390.0000	267.9847	29.0430	
kirby346a_3_1_ax.img	Metencephalon	135090	11.0000	348.0000	167.6877	56.5096	
kirby346a_3_1_ax.img	Myelencephalon	4428	42.0000	301.0000	224.3287	35.3335	
kirby346a_3_1_ax.img	CSF	67156	0.0000e+00	288.0000	55.3457	37.4654	



Type1-L2 Statistics

kirby346a_3_1_ax.img	CerebralCortex_L	297782	2.0000	360.0000	112.8389	31.6656	
kirby346a_3_1_ax.img	CerebralCortex_R	304674	1.0000	357.0000	116.1536	31.0117	
kirby346a_3_1_ax.img	CerebralNucli_L	12770	56.0000	390.0000	204.6567	30.1930	
kirby346a_3_1_ax.img	CerebralNucli_R	13662	54.0000	422.0000	203.1341	30.3195	
kirby346a_3_1_ax.img	Thalamus_L	5992	28.0000	302.0000	229.4292	23.9683	
kirby346a_3_1_ax.img	Thalamus_R	6124	43.0000	316.0000	228.0517	26.5553	
kirby346a_3_1_ax.img	BasalForebrain_L	2836	92.0000	336.0000	234.1088	44.0871	
kirby346a_3_1_ax.img	BasalForebrain_R	2810	40.0000	369.0000	228.6138	43.7224	
kirby346a_3_1_ax.img	Mesencephalon_L	5007	90.0000	349.0000	268.3555	27.4575	
kirby346a_3_1_ax.img	Mesencephalon_R	4781	63.0000	390.0000	267.5964	30.6107	
kirby346a_3_1_ax.img	Metencephalon_R	68646	11.0000	326.0000	171.9146	55.9790	
kirby346a_3_1_ax.img	Metencephalon_L	66444	17.0000	348.0000	163.3208	56.7226	
kirby346a_3_1_ax.img	Myelencephalon_L	2135	52.0000	290.0000	221.1529	36.4526	
kirby346a_3_1_ax.img	Myelencephalon_R	2294	42.0000	301.0000	227.2852	33.9933	
kirby346a_3_1_ax.img	WhiteMatter_L	248298	27.0000	347.0000	211.6410	39.0650	
kirby346a_3_1_ax.img	WhiteMatter_R	250494	34.0000	346.0000	218.0584	38.1801	
kirby346a_3_1_ax.img	Ventricle	13017	1.0000	288.0000	93.1231	55.9561	
kirby346a_3_1_ax.img	Sulcus_L	28948	0.0000e+00	180.0000	46.5120	23.1896	
kirby346a_3_1_ax.img	Sulcus_R	25192	0.0000e+00	204.0000	45.9771	24.3160	



Type1-L3 Statistics

kirby346a_3_1_ax.img	Frontal_L	101022	2.0000	269.0000	109.9997	29.4029	
kirby346a_3_1_ax.img	Frontal_R	102737	1.0000	247.0000	107.6601	27.4424	
kirby346a_3_1_ax.img	Parietal_L	51255	2.0000	214.0000	99.7146	25.1773	
kirby346a_3_1_ax.img	Parietal_R	54180	4.0000	231.0000	107.3419	26.4928	
kirby346a_3_1_ax.img	Temporal_L	63996	6.0000	264.0000	112.6227	27.9407	
kirby346a_3_1_ax.img	Temporal_R	62680	3.0000	241.0000	121.8200	27.5972	
kirby346a_3_1_ax.img	Limbic_L	32852	9.0000	390.0000	146.3389	34.2624	
kirby346a_3_1_ax.img	Limbic_R	36778	7.0000	422.0000	143.2344	35.8892	
kirby346a_3_1_ax.img	Occipital_L	41950	2.0000	239.0000	107.5926	30.1405	
kirby346a_3_1_ax.img	Occipital_R	41787	2.0000	234.0000	114.3666	30.1797	
kirby346a_3_1_ax.img	Insula_L	8259	20.0000	312.0000	135.5706	28.4674	
kirby346a_3_1_ax.img	Insula_R	8397	15.0000	315.0000	138.7915	29.9951	
kirby346a_3_1_ax.img	BasalGang_L	11219	56.0000	307.0000	208.8934	28.7641	
kirby346a_3_1_ax.img	BasalGang_R	11780	77.0000	296.0000	207.1449	29.5008	
kirby346a_3_1_ax.img	Thalamus_L	5992	28.0000	302.0000	229.4292	23.9683	
kirby346a_3_1_ax.img	Thalamus_R	6124	43.0000	316.0000	228.0517	26.5553	
kirby346a_3_1_ax.img	BasalForebrain_L	2836	92.0000	336.0000	234.1088	44.0871	
kirby346a_3_1_ax.img	BasalForebrain_R	2810	40.0000	369.0000	228.6138	43.7224	
