Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby906b_3_1_ax.img	Telencephalon_L	466374	3.0000	348.0000	158.8891	57.6864	
kirby906b_3_1_ax.img	Telencephalon_R	470800	1.0000	338.0000	163.7859	59.3637	
kirby906b_3_1_ax.img	Diencephalon_L	9182	49.0000	320.0000	220.9458	31.7017	
kirby906b_3_1_ax.img	Diencephalon_R	9222	49.0000	374.0000	221.9895	31.5171	
kirby906b_3_1_ax.img	Mesencephalon	9614	68.0000	343.0000	259.5772	29.4085	
kirby906b_3_1_ax.img	Metencephalon	153497	4.0000	318.0000	162.1317	54.8484	
kirby906b_3_1_ax.img	Myelencephalon	4065	36.0000	310.0000	229.2247	37.2406	
kirby906b_3_1_ax.img	CSF	71722	0.0000e+00	266.0000	61.7314	34.5474	



Type1-L2 Statistics

kirby906b_3_1_ax.img	CerebralCortex_L	245894	3.0000	348.0000	113.8912	32.0513	
kirby906b_3_1_ax.img	CerebralCortex_R	246104	1.0000	307.0000	116.5602	32.1385	
kirby906b_3_1_ax.img	CerebralNucli_L	11777	63.0000	296.0000	193.6716	29.6721	
kirby906b_3_1_ax.img	CerebralNucli_R	12149	54.0000	323.0000	195.8371	30.8219	
kirby906b_3_1_ax.img	Thalamus_L	6422	49.0000	286.0000	219.2725	24.0729	
kirby906b_3_1_ax.img	Thalamus_R	6645	89.0000	290.0000	222.2769	24.3665	
kirby906b_3_1_ax.img	BasalForebrain_L	2760	99.0000	320.0000	224.8387	44.4213	
kirby906b_3_1_ax.img	BasalForebrain_R	2578	49.0000	374.0000	221.2486	44.9738	
kirby906b_3_1_ax.img	Mesencephalon_L	4839	73.0000	343.0000	258.7475	27.5358	
kirby906b_3_1_ax.img	Mesencephalon_R	4775	68.0000	338.0000	260.4179	31.1691	
kirby906b_3_1_ax.img	Metencephalon_R	77598	16.0000	311.0000	164.9929	55.8303	
kirby906b_3_1_ax.img	Metencephalon_L	75899	4.0000	318.0000	159.2065	53.6685	
kirby906b_3_1_ax.img	Myelencephalon_L	1829	36.0000	310.0000	228.4147	39.2718	
kirby906b_3_1_ax.img	Myelencephalon_R	2236	61.0000	296.0000	229.8873	35.4788	
kirby906b_3_1_ax.img	WhiteMatter_L	208704	33.0000	329.0000	209.9424	33.4041	
kirby906b_3_1_ax.img	WhiteMatter_R	212548	52.0000	338.0000	216.6352	33.4887	
kirby906b_3_1_ax.img	Ventricle	10278	1.0000	266.0000	95.7587	54.4959	
kirby906b_3_1_ax.img	Sulcus_L	30918	0.0000e+00	178.0000	53.6834	25.5962	
kirby906b_3_1_ax.img	Sulcus_R	30526	0.0000e+00	188.0000	58.4257	25.9683	



Type1-L3 Statistics

kirby906b_3_1_ax.img	Frontal_L	78545	4.0000	275.0000	108.3715	31.6440	
kirby906b_3_1_ax.img	Frontal_R	75435	1.0000	271.0000	107.6401	28.3423	
kirby906b_3_1_ax.img	Parietal_L	42219	10.0000	231.0000	104.9135	26.8088	
kirby906b_3_1_ax.img	Parietal_R	44091	6.0000	243.0000	111.1500	29.3857	
kirby906b_3_1_ax.img	Temporal_L	57482	3.0000	250.0000	115.5503	29.2865	
kirby906b_3_1_ax.img	Temporal_R	55698	1.0000	256.0000	116.4572	29.7741	
kirby906b_3_1_ax.img	Limbic_L	27188	10.0000	348.0000	142.3764	34.0511	
kirby906b_3_1_ax.img	Limbic_R	29406	6.0000	323.0000	143.0709	34.9798	
kirby906b_3_1_ax.img	Occipital_L	35068	3.0000	254.0000	112.2713	30.7045	
kirby906b_3_1_ax.img	Occipital_R	35554	9.0000	261.0000	120.6252	33.4324	
kirby906b_3_1_ax.img	Insula_L	6874	14.0000	235.0000	124.3644	26.8421	
kirby906b_3_1_ax.img	Insula_R	7612	5.0000	242.0000	126.5926	28.2523	
kirby906b_3_1_ax.img	BasalGang_L	10298	79.0000	296.0000	198.1021	28.2489	
kirby906b_3_1_ax.img	BasalGang_R	10458	76.0000	305.0000	200.6892	29.2026	
kirby906b_3_1_ax.img	Thalamus_L	6422	49.0000	286.0000	219.2725	24.0729	
kirby906b_3_1_ax.img	Thalamus_R	6645	89.0000	290.0000	222.2769	24.3665	
kirby906b_3_1_ax.img	BasalForebrain_L	2760	99.0000	320.0000	224.8387	44.4213	
kirby906b_3_1_ax.img	BasalForebrain_R	2578	49.0000	374.0000	221.2486	44.9738	
