Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby656b_3_1_ax.img	Telencephalon_L	553661	0.0000e+00	337.0000	141.0099	53.4289	
kirby656b_3_1_ax.img	Telencephalon_R	572918	0.0000e+00	315.0000	148.7201	55.7374	
kirby656b_3_1_ax.img	Diencephalon_L	9711	38.0000	298.0000	203.4066	30.8557	
kirby656b_3_1_ax.img	Diencephalon_R	9970	2.0000	294.0000	205.9587	31.5017	
kirby656b_3_1_ax.img	Mesencephalon	12102	60.0000	318.0000	245.9008	26.6214	
kirby656b_3_1_ax.img	Metencephalon	158608	1.0000	301.0000	155.6477	55.1329	
kirby656b_3_1_ax.img	Myelencephalon	4811	36.0000	351.0000	216.2552	34.9140	
kirby656b_3_1_ax.img	CSF	67358	0.0000e+00	269.0000	45.6058	34.4482	



Type1-L2 Statistics

kirby656b_3_1_ax.img	CerebralCortex_L	277524	0.0000e+00	304.0000	97.6177	29.1998	
kirby656b_3_1_ax.img	CerebralCortex_R	287165	0.0000e+00	274.0000	103.1948	29.7783	
kirby656b_3_1_ax.img	CerebralNucli_L	13626	12.0000	337.0000	171.6131	29.4742	
kirby656b_3_1_ax.img	CerebralNucli_R	14216	49.0000	286.0000	177.4932	31.1490	
kirby656b_3_1_ax.img	Thalamus_L	6564	62.0000	275.0000	204.4038	23.0739	
kirby656b_3_1_ax.img	Thalamus_R	6698	31.0000	276.0000	207.7981	25.2120	
kirby656b_3_1_ax.img	BasalForebrain_L	3147	38.0000	298.0000	201.3261	42.6753	
kirby656b_3_1_ax.img	BasalForebrain_R	3273	2.0000	294.0000	202.1944	41.2467	
kirby656b_3_1_ax.img	Mesencephalon_L	6032	66.0000	306.0000	243.0645	25.2146	
kirby656b_3_1_ax.img	Mesencephalon_R	6071	60.0000	318.0000	248.7187	27.6624	
kirby656b_3_1_ax.img	Metencephalon_R	80076	4.0000	301.0000	161.9118	54.9796	
kirby656b_3_1_ax.img	Metencephalon_L	78532	1.0000	290.0000	149.2604	54.5531	
kirby656b_3_1_ax.img	Myelencephalon_L	2298	36.0000	351.0000	212.5822	39.4938	
kirby656b_3_1_ax.img	Myelencephalon_R	2513	56.0000	287.0000	219.6141	29.7274	
kirby656b_3_1_ax.img	WhiteMatter_L	262511	10.0000	328.0000	185.2953	32.7700	
kirby656b_3_1_ax.img	WhiteMatter_R	271538	3.0000	315.0000	195.3591	33.9971	
kirby656b_3_1_ax.img	Ventricle	21160	0.0000e+00	269.0000	61.7120	49.2468	
kirby656b_3_1_ax.img	Sulcus_L	24070	0.0000e+00	125.0000	37.6387	20.4400	
kirby656b_3_1_ax.img	Sulcus_R	22128	0.0000e+00	151.0000	38.8706	21.8220	



Type1-L3 Statistics

kirby656b_3_1_ax.img	Frontal_L	93005	0.0000e+00	304.0000	91.4552	27.5539	
kirby656b_3_1_ax.img	Frontal_R	96171	3.0000	248.0000	92.8110	26.0300	
kirby656b_3_1_ax.img	Parietal_L	43851	2.0000	182.0000	90.8958	22.9190	
kirby656b_3_1_ax.img	Parietal_R	48819	1.0000	205.0000	98.2318	23.4836	
kirby656b_3_1_ax.img	Temporal_L	66682	2.0000	225.0000	99.8677	25.4167	
kirby656b_3_1_ax.img	Temporal_R	64520	1.0000	251.0000	110.9198	26.7779	
kirby656b_3_1_ax.img	Limbic_L	32556	8.0000	280.0000	127.5603	32.6718	
kirby656b_3_1_ax.img	Limbic_R	37847	6.0000	274.0000	126.0761	35.6022	
kirby656b_3_1_ax.img	Occipital_L	35969	2.0000	214.0000	90.8214	27.9650	
kirby656b_3_1_ax.img	Occipital_R	34614	0.0000e+00	235.0000	99.1665	30.1772	
kirby656b_3_1_ax.img	Insula_L	7536	4.0000	255.0000	109.2363	25.1676	
kirby656b_3_1_ax.img	Insula_R	7661	7.0000	239.0000	121.1082	27.1387	
kirby656b_3_1_ax.img	BasalGang_L	11553	12.0000	337.0000	176.2343	28.7901	
kirby656b_3_1_ax.img	BasalGang_R	11751	52.0000	286.0000	182.7547	30.3004	
kirby656b_3_1_ax.img	Thalamus_L	6564	62.0000	275.0000	204.4038	23.0739	
kirby656b_3_1_ax.img	Thalamus_R	6698	31.0000	276.0000	207.7981	25.2120	
kirby656b_3_1_ax.img	BasalForebrain_L	3147	38.0000	298.0000	201.3261	42.6753	
kirby656b_3_1_ax.img	BasalForebrain_R	3273	2.0000	294.0000	202.1944	41.2467	
