Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby815b_3_1_ax.img	Telencephalon_L	471024	7.0000	370.0000	167.1707	60.5603	
kirby815b_3_1_ax.img	Telencephalon_R	475730	1.0000	354.0000	179.5358	63.4499	
kirby815b_3_1_ax.img	Diencephalon_L	9114	86.0000	341.0000	238.0840	32.8677	
kirby815b_3_1_ax.img	Diencephalon_R	9033	87.0000	348.0000	244.7384	32.5794	
kirby815b_3_1_ax.img	Mesencephalon	10486	92.0000	380.0000	281.5783	28.9856	
kirby815b_3_1_ax.img	Metencephalon	141066	8.0000	340.0000	183.5549	57.2136	
kirby815b_3_1_ax.img	Myelencephalon	4300	33.0000	308.0000	241.1513	33.5888	
kirby815b_3_1_ax.img	CSF	60443	0.0000e+00	290.0000	69.9074	39.3845	



Type1-L2 Statistics

kirby815b_3_1_ax.img	CerebralCortex_L	249096	7.0000	310.0000	120.2584	33.2174	
kirby815b_3_1_ax.img	CerebralCortex_R	247517	1.0000	306.0000	129.8719	34.8550	
kirby815b_3_1_ax.img	CerebralNucli_L	11530	64.0000	313.0000	210.8557	32.8263	
kirby815b_3_1_ax.img	CerebralNucli_R	12056	78.0000	333.0000	220.9367	34.9215	
kirby815b_3_1_ax.img	Thalamus_L	6220	107.0000	307.0000	233.8181	22.2068	
kirby815b_3_1_ax.img	Thalamus_R	6276	109.0000	331.0000	241.1218	24.6483	
kirby815b_3_1_ax.img	BasalForebrain_L	2895	86.0000	341.0000	247.2508	47.1044	
kirby815b_3_1_ax.img	BasalForebrain_R	2757	87.0000	348.0000	252.9730	44.6908	
kirby815b_3_1_ax.img	Mesencephalon_L	5279	116.0000	365.0000	279.0216	25.6206	
kirby815b_3_1_ax.img	Mesencephalon_R	5207	92.0000	380.0000	284.1703	31.8294	
kirby815b_3_1_ax.img	Metencephalon_R	70766	11.0000	340.0000	191.2684	56.4215	
kirby815b_3_1_ax.img	Metencephalon_L	70301	8.0000	331.0000	175.7905	56.9545	
kirby815b_3_1_ax.img	Myelencephalon_L	2097	33.0000	308.0000	235.8174	38.3096	
kirby815b_3_1_ax.img	Myelencephalon_R	2204	57.0000	304.0000	246.2266	27.4301	
kirby815b_3_1_ax.img	WhiteMatter_L	210399	33.0000	370.0000	220.3175	36.2016	
kirby815b_3_1_ax.img	WhiteMatter_R	216158	4.0000	354.0000	234.0959	38.7880	
kirby815b_3_1_ax.img	Ventricle	11172	0.0000e+00	290.0000	101.4455	64.4720	
kirby815b_3_1_ax.img	Sulcus_L	25880	0.0000e+00	156.0000	60.4240	26.1191	
kirby815b_3_1_ax.img	Sulcus_R	23392	0.0000e+00	175.0000	65.3365	25.9350	



Type1-L3 Statistics

kirby815b_3_1_ax.img	Frontal_L	84292	7.0000	261.0000	112.7248	32.8054	
kirby815b_3_1_ax.img	Frontal_R	78652	1.0000	258.0000	115.2608	30.3883	
kirby815b_3_1_ax.img	Parietal_L	38642	24.0000	221.0000	107.4904	25.9321	
kirby815b_3_1_ax.img	Parietal_R	41730	1.0000	248.0000	115.7027	27.0350	
kirby815b_3_1_ax.img	Temporal_L	57478	11.0000	255.0000	123.7715	27.8488	
kirby815b_3_1_ax.img	Temporal_R	57749	16.0000	281.0000	141.5577	29.6142	
kirby815b_3_1_ax.img	Limbic_L	26094	26.0000	310.0000	153.6703	36.7376	
kirby815b_3_1_ax.img	Limbic_R	28936	10.0000	306.0000	158.2005	40.6419	
kirby815b_3_1_ax.img	Occipital_L	38513	9.0000	259.0000	121.7889	31.5297	
kirby815b_3_1_ax.img	Occipital_R	36326	4.0000	274.0000	136.8170	34.5005	
kirby815b_3_1_ax.img	Insula_L	5777	14.0000	229.0000	136.5424	25.4953	
kirby815b_3_1_ax.img	Insula_R	6398	24.0000	264.0000	151.9038	28.9705	
kirby815b_3_1_ax.img	BasalGang_L	9832	64.0000	313.0000	216.4952	31.5264	
kirby815b_3_1_ax.img	BasalGang_R	9784	78.0000	333.0000	227.0256	34.6057	
kirby815b_3_1_ax.img	Thalamus_L	6220	107.0000	307.0000	233.8181	22.2068	
kirby815b_3_1_ax.img	Thalamus_R	6276	109.0000	331.0000	241.1218	24.6483	
kirby815b_3_1_ax.img	BasalForebrain_L	2895	86.0000	341.0000	247.2508	47.1044	
kirby815b_3_1_ax.img	BasalForebrain_R	2757	87.0000	348.0000	252.9730	44.6908	
