Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby849b_3_1_ax.img	Telencephalon_L	519692	2.0000	313.0000	154.4793	54.7437	
kirby849b_3_1_ax.img	Telencephalon_R	523320	0.0000e+00	317.0000	160.5508	55.9896	
kirby849b_3_1_ax.img	Diencephalon_L	9009	68.0000	312.0000	215.4327	29.4016	
kirby849b_3_1_ax.img	Diencephalon_R	9261	57.0000	303.0000	219.2425	29.7851	
kirby849b_3_1_ax.img	Mesencephalon	10421	66.0000	339.0000	252.2211	29.4973	
kirby849b_3_1_ax.img	Metencephalon	164117	9.0000	307.0000	155.2615	53.4259	
kirby849b_3_1_ax.img	Myelencephalon	4449	22.0000	283.0000	209.6383	34.5938	
kirby849b_3_1_ax.img	CSF	89550	0.0000e+00	277.0000	51.8248	34.5769	



Type1-L2 Statistics

kirby849b_3_1_ax.img	CerebralCortex_L	272250	2.0000	291.0000	112.3900	29.7956	
kirby849b_3_1_ax.img	CerebralCortex_R	272793	0.0000e+00	266.0000	116.6527	29.5331	
kirby849b_3_1_ax.img	CerebralNucli_L	12077	53.0000	295.0000	195.2533	28.4335	
kirby849b_3_1_ax.img	CerebralNucli_R	12411	68.0000	288.0000	198.1078	27.8857	
kirby849b_3_1_ax.img	Thalamus_L	5967	68.0000	277.0000	216.4590	22.3656	
kirby849b_3_1_ax.img	Thalamus_R	6075	57.0000	281.0000	221.6411	23.5348	
kirby849b_3_1_ax.img	BasalForebrain_L	3042	87.0000	312.0000	213.4197	39.6576	
kirby849b_3_1_ax.img	BasalForebrain_R	3186	70.0000	303.0000	214.6693	38.6092	
kirby849b_3_1_ax.img	Mesencephalon_L	5230	91.0000	339.0000	252.5856	26.7856	
kirby849b_3_1_ax.img	Mesencephalon_R	5192	66.0000	323.0000	251.8539	31.9934	
kirby849b_3_1_ax.img	Metencephalon_R	82206	13.0000	303.0000	158.0534	53.2808	
kirby849b_3_1_ax.img	Metencephalon_L	81911	9.0000	307.0000	152.4596	53.4246	
kirby849b_3_1_ax.img	Myelencephalon_L	2102	22.0000	282.0000	207.7127	35.7538	
kirby849b_3_1_ax.img	Myelencephalon_R	2348	25.0000	283.0000	211.3620	33.4274	
kirby849b_3_1_ax.img	WhiteMatter_L	235365	39.0000	313.0000	201.0725	35.2620	
kirby849b_3_1_ax.img	WhiteMatter_R	238118	42.0000	317.0000	208.8840	35.1075	
kirby849b_3_1_ax.img	Ventricle	19608	0.0000e+00	277.0000	74.9674	45.8524	
kirby849b_3_1_ax.img	Sulcus_L	37884	0.0000e+00	173.0000	43.9371	26.8998	
kirby849b_3_1_ax.img	Sulcus_R	32058	0.0000e+00	171.0000	46.9910	27.8234	



Type1-L3 Statistics

kirby849b_3_1_ax.img	Frontal_L	83496	4.0000	282.0000	111.5911	27.7645	
kirby849b_3_1_ax.img	Frontal_R	83458	4.0000	231.0000	111.1952	26.6311	
kirby849b_3_1_ax.img	Parietal_L	48936	5.0000	205.0000	103.2026	24.5667	
kirby849b_3_1_ax.img	Parietal_R	50208	0.0000e+00	225.0000	109.6023	25.4402	
kirby849b_3_1_ax.img	Temporal_L	66351	4.0000	230.0000	112.2823	26.8471	
kirby849b_3_1_ax.img	Temporal_R	64716	5.0000	236.0000	119.7179	26.3455	
kirby849b_3_1_ax.img	Limbic_L	31722	20.0000	291.0000	142.6260	30.7925	
kirby849b_3_1_ax.img	Limbic_R	32271	12.0000	266.0000	144.6708	31.8922	
kirby849b_3_1_ax.img	Occipital_L	36826	2.0000	240.0000	100.0285	28.7722	
kirby849b_3_1_ax.img	Occipital_R	37151	2.0000	242.0000	108.2518	30.3077	
kirby849b_3_1_ax.img	Insula_L	6737	5.0000	212.0000	129.2307	25.0435	
kirby849b_3_1_ax.img	Insula_R	6993	14.0000	231.0000	134.5037	26.4501	
kirby849b_3_1_ax.img	BasalGang_L	10260	69.0000	295.0000	200.7717	26.1323	
kirby849b_3_1_ax.img	BasalGang_R	10408	68.0000	288.0000	203.6189	25.9245	
kirby849b_3_1_ax.img	Thalamus_L	5967	68.0000	277.0000	216.4590	22.3656	
kirby849b_3_1_ax.img	Thalamus_R	6075	57.0000	281.0000	221.6411	23.5348	
kirby849b_3_1_ax.img	BasalForebrain_L	3042	87.0000	312.0000	213.4197	39.6576	
kirby849b_3_1_ax.img	BasalForebrain_R	3186	70.0000	303.0000	214.6693	38.6092	
