Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby422b_3_1_ax.img	Telencephalon_L	511919	0.0000e+00	373.0000	145.4895	52.7634	
kirby422b_3_1_ax.img	Telencephalon_R	521555	0.0000e+00	333.0000	147.6712	54.7994	
kirby422b_3_1_ax.img	Diencephalon_L	9707	44.0000	299.0000	213.3646	30.5742	
kirby422b_3_1_ax.img	Diencephalon_R	9579	60.0000	320.0000	215.8470	30.0854	
kirby422b_3_1_ax.img	Mesencephalon	12456	65.0000	328.0000	248.6245	27.1500	
kirby422b_3_1_ax.img	Metencephalon	159892	5.0000	310.0000	159.5848	51.2447	
kirby422b_3_1_ax.img	Myelencephalon	5327	54.0000	295.0000	220.3136	33.1896	
kirby422b_3_1_ax.img	CSF	107222	0.0000e+00	265.0000	42.5734	32.3685	



Type1-L2 Statistics

kirby422b_3_1_ax.img	CerebralCortex_L	269912	0.0000e+00	326.0000	105.8539	30.8231	
kirby422b_3_1_ax.img	CerebralCortex_R	274374	0.0000e+00	312.0000	106.3843	32.1011	
kirby422b_3_1_ax.img	CerebralNucli_L	13582	39.0000	282.0000	186.1431	29.8754	
kirby422b_3_1_ax.img	CerebralNucli_R	13971	43.0000	281.0000	189.3468	30.3267	
kirby422b_3_1_ax.img	Thalamus_L	6430	93.0000	281.0000	214.8264	23.3933	
kirby422b_3_1_ax.img	Thalamus_R	6666	75.0000	288.0000	218.0650	25.3428	
kirby422b_3_1_ax.img	BasalForebrain_L	3278	44.0000	299.0000	210.4965	41.0203	
kirby422b_3_1_ax.img	BasalForebrain_R	2913	60.0000	320.0000	210.7705	38.3377	
kirby422b_3_1_ax.img	Mesencephalon_L	6407	103.0000	318.0000	248.6063	24.9348	
kirby422b_3_1_ax.img	Mesencephalon_R	6050	65.0000	328.0000	248.6437	29.3142	
kirby422b_3_1_ax.img	Metencephalon_R	81956	5.0000	304.0000	163.5774	52.0006	
kirby422b_3_1_ax.img	Metencephalon_L	77937	5.0000	310.0000	155.3863	50.0956	
kirby422b_3_1_ax.img	Myelencephalon_L	2518	54.0000	294.0000	217.8718	36.2671	
kirby422b_3_1_ax.img	Myelencephalon_R	2810	57.0000	295.0000	222.5019	29.9976	
kirby422b_3_1_ax.img	WhiteMatter_L	228426	6.0000	373.0000	189.9063	33.7048	
kirby422b_3_1_ax.img	WhiteMatter_R	233211	8.0000	333.0000	193.7491	34.8674	
kirby422b_3_1_ax.img	Ventricle	25827	0.0000e+00	265.0000	61.1607	45.3174	
kirby422b_3_1_ax.img	Sulcus_L	42790	0.0000e+00	190.0000	37.3827	24.0176	
kirby422b_3_1_ax.img	Sulcus_R	38606	0.0000e+00	207.0000	35.8920	24.3111	



Type1-L3 Statistics

kirby422b_3_1_ax.img	Frontal_L	86055	0.0000e+00	244.0000	100.0884	28.1580	
kirby422b_3_1_ax.img	Frontal_R	85652	1.0000	263.0000	94.7205	27.1922	
kirby422b_3_1_ax.img	Parietal_L	43533	1.0000	205.0000	89.4879	24.4710	
kirby422b_3_1_ax.img	Parietal_R	44120	0.0000e+00	210.0000	93.6588	26.5566	
kirby422b_3_1_ax.img	Temporal_L	70070	3.0000	252.0000	111.5901	27.3150	
kirby422b_3_1_ax.img	Temporal_R	67283	5.0000	239.0000	115.4162	28.1547	
kirby422b_3_1_ax.img	Limbic_L	30545	6.0000	326.0000	133.1895	32.9930	
kirby422b_3_1_ax.img	Limbic_R	33039	5.0000	312.0000	135.3840	35.2102	
kirby422b_3_1_ax.img	Occipital_L	34614	1.0000	231.0000	104.2655	32.2343	
kirby422b_3_1_ax.img	Occipital_R	39768	1.0000	233.0000	105.8598	32.4863	
kirby422b_3_1_ax.img	Insula_L	6772	8.0000	229.0000	122.5761	24.9811	
kirby422b_3_1_ax.img	Insula_R	6557	8.0000	223.0000	127.5207	28.3865	
kirby422b_3_1_ax.img	BasalGang_L	11907	39.0000	282.0000	190.1706	28.7050	
kirby422b_3_1_ax.img	BasalGang_R	11928	43.0000	281.0000	193.2348	30.0393	
kirby422b_3_1_ax.img	Thalamus_L	6430	93.0000	281.0000	214.8264	23.3933	
kirby422b_3_1_ax.img	Thalamus_R	6666	75.0000	288.0000	218.0650	25.3428	
kirby422b_3_1_ax.img	BasalForebrain_L	3278	44.0000	299.0000	210.4965	41.0203	
kirby422b_3_1_ax.img	BasalForebrain_R	2913	60.0000	320.0000	210.7705	38.3377	
