Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

kirby239b_3_1_ax.img	Telencephalon_L	483134	0.0000e+00	509.0000	142.7276	57.5705	
kirby239b_3_1_ax.img	Telencephalon_R	492723	1.0000	374.0000	150.0440	59.6763	
kirby239b_3_1_ax.img	Diencephalon_L	9093	48.0000	450.0000	215.4512	31.6806	
kirby239b_3_1_ax.img	Diencephalon_R	9213	45.0000	323.0000	222.3324	32.2390	
kirby239b_3_1_ax.img	Mesencephalon	9002	53.0000	343.0000	257.0115	31.3649	
kirby239b_3_1_ax.img	Metencephalon	124637	1.0000	319.0000	148.8095	54.7866	
kirby239b_3_1_ax.img	Myelencephalon	3874	19.0000	295.0000	207.3473	37.6612	
kirby239b_3_1_ax.img	CSF	94083	0.0000e+00	266.0000	34.9388	29.1513	



Type1-L2 Statistics

kirby239b_3_1_ax.img	CerebralCortex_L	259566	0.0000e+00	384.0000	99.6080	30.7586	
kirby239b_3_1_ax.img	CerebralCortex_R	263139	1.0000	325.0000	104.5016	31.2428	
kirby239b_3_1_ax.img	CerebralNucli_L	12024	26.0000	360.0000	188.4678	29.8023	
kirby239b_3_1_ax.img	CerebralNucli_R	12630	47.0000	311.0000	195.5209	31.9637	
kirby239b_3_1_ax.img	Thalamus_L	6408	62.0000	295.0000	215.3150	24.2729	
kirby239b_3_1_ax.img	Thalamus_R	6636	45.0000	302.0000	223.4443	28.2537	
kirby239b_3_1_ax.img	BasalForebrain_L	2685	48.0000	450.0000	215.7765	44.6423	
kirby239b_3_1_ax.img	BasalForebrain_R	2577	60.0000	323.0000	219.4686	40.6070	
kirby239b_3_1_ax.img	Mesencephalon_L	4604	80.0000	335.0000	254.1126	28.3171	
kirby239b_3_1_ax.img	Mesencephalon_R	4398	53.0000	343.0000	260.0456	34.0022	
kirby239b_3_1_ax.img	Metencephalon_R	63568	2.0000	309.0000	153.7135	55.1961	
kirby239b_3_1_ax.img	Metencephalon_L	61070	1.0000	319.0000	143.7049	53.8851	
kirby239b_3_1_ax.img	Myelencephalon_L	1812	19.0000	271.0000	202.8616	39.5736	
kirby239b_3_1_ax.img	Myelencephalon_R	2062	28.0000	295.0000	211.2899	35.4303	
kirby239b_3_1_ax.img	WhiteMatter_L	211544	6.0000	509.0000	193.0361	37.7744	
kirby239b_3_1_ax.img	WhiteMatter_R	216954	1.0000	374.0000	202.6338	37.9849	
kirby239b_3_1_ax.img	Ventricle	24318	0.0000e+00	266.0000	51.0151	43.8718	
kirby239b_3_1_ax.img	Sulcus_L	37613	0.0000e+00	162.0000	29.3970	18.2599	
kirby239b_3_1_ax.img	Sulcus_R	32152	0.0000e+00	157.0000	29.2624	19.4222	



Type1-L3 Statistics

kirby239b_3_1_ax.img	Frontal_L	86655	0.0000e+00	288.0000	97.6794	29.8023	
kirby239b_3_1_ax.img	Frontal_R	86174	1.0000	233.0000	97.0121	28.2419	
kirby239b_3_1_ax.img	Parietal_L	43155	1.0000	174.0000	85.1019	24.3958	
kirby239b_3_1_ax.img	Parietal_R	45306	1.0000	204.0000	91.9407	26.6013	
kirby239b_3_1_ax.img	Temporal_L	62444	0.0000e+00	263.0000	102.0050	26.0696	
kirby239b_3_1_ax.img	Temporal_R	61378	2.0000	249.0000	111.2963	27.7424	
kirby239b_3_1_ax.img	Limbic_L	28242	3.0000	384.0000	128.6626	34.6409	
kirby239b_3_1_ax.img	Limbic_R	31062	1.0000	325.0000	130.6026	36.1220	
kirby239b_3_1_ax.img	Occipital_L	33840	1.0000	216.0000	92.4632	29.0287	
kirby239b_3_1_ax.img	Occipital_R	33774	1.0000	211.0000	102.1698	29.5131	
kirby239b_3_1_ax.img	Insula_L	6734	8.0000	327.0000	122.2652	26.9507	
kirby239b_3_1_ax.img	Insula_R	7228	9.0000	288.0000	128.4093	28.3108	
kirby239b_3_1_ax.img	BasalGang_L	10523	45.0000	360.0000	192.7921	28.6748	
kirby239b_3_1_ax.img	BasalGang_R	10848	53.0000	311.0000	200.5763	30.6574	
kirby239b_3_1_ax.img	Thalamus_L	6408	62.0000	295.0000	215.3150	24.2729	
kirby239b_3_1_ax.img	Thalamus_R	6636	45.0000	302.0000	223.4443	28.2537	
kirby239b_3_1_ax.img	BasalForebrain_L	2685	48.0000	450.0000	215.7765	44.6423	
kirby239b_3_1_ax.img	BasalForebrain_R	2577	60.0000	323.0000	219.4686	40.6070	
