Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	

Color Images
Image	Object	Volume_mm3	RMin	RMax	RMean	RStd	GMin	GMax	GMean	GStd	BMin	BMax	BMean	BStd	



Type1-L1 Statistics

mkirby800b_3_1_ax.img	Telencephalon_L	371592	0.0000e+00	243.8929	143.1603	48.9175	
mkirby800b_3_1_ax.img	Telencephalon_R	378598	0.7526	249.5986	142.6204	48.9835	
mkirby800b_3_1_ax.img	Diencephalon_L	7439	44.8650	237.6217	165.2413	23.8299	
mkirby800b_3_1_ax.img	Diencephalon_R	7532	9.9139	251.5962	162.1536	25.1108	
mkirby800b_3_1_ax.img	Mesencephalon	7108	50.6307	257.3344	195.3966	24.1127	
mkirby800b_3_1_ax.img	Metencephalon	114370	1.0068	243.4221	140.3084	41.9976	
mkirby800b_3_1_ax.img	Myelencephalon	3395	21.6463	237.2874	184.1945	28.4847	
mkirby800b_3_1_ax.img	CSF	56553	0.0000e+00	203.7566	36.4069	27.5861	



Type1-L2 Statistics

mkirby800b_3_1_ax.img	CerebralCortex_L	202577	0.0000e+00	218.9140	105.9954	27.9504	
mkirby800b_3_1_ax.img	CerebralCortex_R	206403	0.7526	217.5730	105.3006	27.9018	
mkirby800b_3_1_ax.img	CerebralNucli_L	9269	47.8259	227.6867	150.3321	23.2753	
mkirby800b_3_1_ax.img	CerebralNucli_R	9664	52.0426	231.0625	151.4159	24.4678	
mkirby800b_3_1_ax.img	Thalamus_L	4977	44.8650	211.2503	164.2675	18.3249	
mkirby800b_3_1_ax.img	Thalamus_R	5224	26.1650	218.6678	161.1987	21.3645	
mkirby800b_3_1_ax.img	BasalForebrain_L	2463	47.1845	237.6217	167.2092	32.1101	
mkirby800b_3_1_ax.img	BasalForebrain_R	2308	9.9139	251.5962	164.3150	31.9053	
mkirby800b_3_1_ax.img	Mesencephalon_L	3628	50.6307	256.5308	196.4718	21.9321	
mkirby800b_3_1_ax.img	Mesencephalon_R	3480	61.2592	257.3344	194.2759	26.1463	
mkirby800b_3_1_ax.img	Metencephalon_R	57376	4.7555	243.4221	141.3907	40.8429	
mkirby800b_3_1_ax.img	Metencephalon_L	56994	1.0068	241.5312	139.2189	43.1013	
mkirby800b_3_1_ax.img	Myelencephalon_L	1613	21.6463	229.0819	182.6415	30.8411	
mkirby800b_3_1_ax.img	Myelencephalon_R	1782	44.8059	237.2874	185.6001	26.0903	
mkirby800b_3_1_ax.img	WhiteMatter_L	159747	9.7054	243.8929	189.8735	24.6471	
mkirby800b_3_1_ax.img	WhiteMatter_R	162532	3.8670	249.5986	189.4907	24.3865	
mkirby800b_3_1_ax.img	Ventricle	13172	0.0000e+00	203.7566	51.3891	39.1763	
mkirby800b_3_1_ax.img	Sulcus_L	22623	0.0000e+00	125.7619	32.2303	20.7617	
mkirby800b_3_1_ax.img	Sulcus_R	20759	0.0000e+00	127.4543	31.4524	21.0623	



Type1-L3 Statistics

mkirby800b_3_1_ax.img	Frontal_L	67282	0.8564	218.9140	103.1821	28.9077	
mkirby800b_3_1_ax.img	Frontal_R	66088	0.7526	209.4865	103.4342	28.2852	
mkirby800b_3_1_ax.img	Parietal_L	33912	0.0000e+00	218.1139	104.7477	29.5303	
mkirby800b_3_1_ax.img	Parietal_R	34983	2.1124	203.7704	103.0890	29.2349	
mkirby800b_3_1_ax.img	Temporal_L	49890	2.4930	212.4009	106.3957	25.3693	
mkirby800b_3_1_ax.img	Temporal_R	48436	0.9125	206.1910	106.2922	25.1750	
mkirby800b_3_1_ax.img	Limbic_L	21562	6.3021	213.7856	113.8279	25.5811	
mkirby800b_3_1_ax.img	Limbic_R	23439	4.8827	217.5730	111.9608	26.7665	
mkirby800b_3_1_ax.img	Occipital_L	26372	3.2265	203.9661	109.3687	29.4012	
mkirby800b_3_1_ax.img	Occipital_R	29700	1.7638	204.9423	106.0691	30.3971	
mkirby800b_3_1_ax.img	Insula_L	4973	2.5003	170.9616	103.4701	21.0847	
mkirby800b_3_1_ax.img	Insula_R	5298	0.8611	189.2292	108.3633	23.1884	
mkirby800b_3_1_ax.img	BasalGang_L	7857	47.8259	227.6867	154.0182	22.8757	
mkirby800b_3_1_ax.img	BasalGang_R	8124	52.0426	231.0625	154.9283	24.5702	
mkirby800b_3_1_ax.img	Thalamus_L	4977	44.8650	211.2503	164.2675	18.3249	
mkirby800b_3_1_ax.img	Thalamus_R	5224	26.1650	218.6678	161.1987	21.3645	
mkirby800b_3_1_ax.img	BasalForebrain_L	2463	47.1845	237.6217	167.2092	32.1101	
